Type,State,Year,Month,Make,Model,Variant,IDV
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,CLASSIC 350,CHROME AND STEALTH BS VI,184311
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI,169651
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI ALLOY,181203
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,CLASSIC 350,ORANGE EMBER & METALLO SILVER,181203
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,CLASSIC 350,SANDSTONE AND AIRBORNE BS VI,177890
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,CLASSIC 350,SINGLE CHANNEL ABS BS VI,160020
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,CONTINENTAL GT 650,CHROME,277965
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,CONTINENTAL GT 650,CUSTOM,265285
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,CONTINENTAL GT 650,STANDARD,257678
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,HIMALAYAN,DUAL TONE BS VI FACELIFT,189049
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,HIMALAYAN,PINE GREEN AND GRANITE BLACK,195701
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,HIMALAYAN,SLEET AND GRAVEL GREY BS VI,185766
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,HIMALAYAN,STANDARD BS VI FACELIFT,187150
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,CHROME,276457
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,CUSTOM,260911
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,STANDARD,256276
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,METEOR 350,FIREBALL,168267
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,METEOR 350,STELLAR,173543
Two Wheeler,Kerala,2021,March,ROYAL ENFIELD,METEOR 350,SUPERNOVA,182333
Two Wheeler,Kerala,2021,March,STELLA AUTOMOBILI,SA 1000,LI,57000
Two Wheeler,Kerala,2021,March,STELLA AUTOMOBILI,SA 1000,STANDARD,43700
Two Wheeler,Kerala,2021,March,STELLA AUTOMOBILI,SA 2000,LI,62700
Two Wheeler,Kerala,2021,March,STELLA AUTOMOBILI,SA 2000,STANDARD,49400
Two Wheeler,Kerala,2021,March,SUPER ECO,S 2,STANDARD,99750
Two Wheeler,Kerala,2021,March,SUPER ECO,SE 2,STANDARD,59519
Two Wheeler,Kerala,2021,March,SUPER ECO,T1,STANDARD,53933
Two Wheeler,Kerala,2021,March,SUZUKI,ACCESS 125,ALLOY WHEEL DRUM CBS FI,75899
Two Wheeler,Kerala,2021,March,SUZUKI,ACCESS 125,DISC ALLOY - BLUETOOTH,82012
Two Wheeler,Kerala,2021,March,SUZUKI,ACCESS 125,DISC CBS FI,76873
Two Wheeler,Kerala,2021,March,SUZUKI,ACCESS 125,DRUM ALLOY - BLUETOOTH,81283
Two Wheeler,Kerala,2021,March,SUZUKI,ACCESS 125,DRUM CAST SE FI,77642
Two Wheeler,Kerala,2021,March,SUZUKI,ACCESS 125,SE DISC CBS FI,78071
Two Wheeler,Kerala,2021,March,SUZUKI,ACCESS 125,STEEL WHEEL DRUM CBS FI,74390
Two Wheeler,Kerala,2021,March,SUZUKI,BURGMAN STREET 125,BLUETOOTH,87885
Two Wheeler,Kerala,2021,March,SUZUKI,BURGMAN STREET 125,BS VI,84103
Two Wheeler,Kerala,2021,March,SUZUKI,GIXXER,SINGLE CHANNEL ABS BS VI,116131
Two Wheeler,Kerala,2021,March,SUZUKI,GIXXER 250,STANDARD,164960
Two Wheeler,Kerala,2021,March,SUZUKI,GIXXER SF,NEW STANDARD BS VI,126972
Two Wheeler,Kerala,2021,March,SUZUKI,GIXXER SF 250,MOTOGP EDITION,176656
Two Wheeler,Kerala,2021,March,SUZUKI,GIXXER SF 250,STANDARD,175891
Two Wheeler,Kerala,2021,March,SUZUKI,INTRUDER 150,STANDARD,124890
Two Wheeler,Kerala,2021,March,SUZUKI,V-STROM 650 XT,ABS,858805
Two Wheeler,Kerala,2021,March,SVM,PRANA,ELITE,261249
Two Wheeler,Kerala,2021,March,SVM,PRANA,GRAND,189999
Two Wheeler,Kerala,2021,March,TECHO ELECTRA,EMERGE,STANDARD,64701
Two Wheeler,Kerala,2021,March,TECHO ELECTRA,NEO,STANDARD,39479
Two Wheeler,Kerala,2021,March,TECHO ELECTRA,RAPTOR,STANDARD,54552
Two Wheeler,Kerala,2021,March,TECHO ELECTRA,SAATHI,STANDARD,54812
Two Wheeler,Kerala,2021,March,TRIUMPH,BONNEVILLE SPEEDMASTER,STANDARD,1077015
Two Wheeler,Kerala,2021,March,TRIUMPH,BONNEVILLE T100,BLACK,843030
Two Wheeler,Kerala,2021,March,TRIUMPH,BONNEVILLE T120,BLACK,947720
Two Wheeler,Kerala,2021,March,TRIUMPH,ROCKET 3,GT,1748000
Two Wheeler,Kerala,2021,March,TRIUMPH,ROCKET 3,R,1757500
Two Wheeler,Kerala,2021,March,TRIUMPH,SPEED TRIPLE 1200 RS,STANDARD,1610250
Two Wheeler,Kerala,2021,March,TRIUMPH,STREET TRIPLE R,STANDARD,839800
Two Wheeler,Kerala,2021,March,TRIUMPH,STREET TRIPLE RS,STANDARD,1076350
Two Wheeler,Kerala,2021,March,TRIUMPH,STREET TWIN,STANDARD,707750
Two Wheeler,Kerala,2021,March,TRIUMPH,TIGER 850 SPORT,STANDARD,1135250
Two Wheeler,Kerala,2021,March,TRIUMPH,TIGER 900,GT,1301500
Two Wheeler,Kerala,2021,March,TRIUMPH,TIGER 900,RALLY,1363250
Two Wheeler,Kerala,2021,March,TRIUMPH,TIGER 900,RALLY PRO,1472500
Two Wheeler,Kerala,2021,March,TUNWAL E BIKE,ELECTRIKA 60,LEAD ACID BATTERY 12V 28AH,56905
Two Wheeler,Kerala,2021,March,TUNWAL E BIKE,ELECTRIKA 60,LITHIUM ION 60V 32AH,56905
Two Wheeler,Kerala,2021,March,TUNWAL E BIKE,LITHINO LI 2.0,LITHIUM ION 12V 26AH,53200
Two Wheeler,Kerala,2021,March,TUNWAL E BIKE,MINI LITHINO 48V,LITHIUM ION 12V 26AH,37999
Two Wheeler,Kerala,2021,March,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 12V 28AH,47120
Two Wheeler,Kerala,2021,March,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 60V 28AH,47120
Two Wheeler,Kerala,2021,March,TUNWAL E BIKE,STORM ZX LI,LITHIUM ION 60V 28AH,50646
Two Wheeler,Kerala,2021,March,TVS,APACHE RR310,BS VI,237491
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 160,FRONT DISC ABS BS VI,97173
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 160,REAR DISC ABS BS VI,100023
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 160 4V,DISC-ABS BS VI,105248
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 160 4V,DRUM-ABS BS VI,102398
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 180,BS VI,102873
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS BS VI,125483
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS WITH MODES,126433
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 200 4V,FI E100,114000
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS BS VI,120733
Two Wheeler,Kerala,2021,March,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS WITH MODES,121873
Two Wheeler,Kerala,2021,March,TVS,IQUBE,STANDARD,102600
Two Wheeler,Kerala,2021,March,TVS,JUPITER,CLASSIC BS VI,73445
Two Wheeler,Kerala,2021,March,TVS,JUPITER,SHEET METAL WHEEL,64852
Two Wheeler,Kerala,2021,March,TVS,JUPITER,STANDARD BS VI,66752
Two Wheeler,Kerala,2021,March,TVS,JUPITER,ZX DISC,73259
Two Wheeler,Kerala,2021,March,TVS,JUPITER,ZX DRUM BS VI,69364
Two Wheeler,Kerala,2021,March,TVS,NTORQ 125,DISC BS VI,77060
Two Wheeler,Kerala,2021,March,TVS,NTORQ 125,DRUM BS VI,73260
Two Wheeler,Kerala,2021,March,TVS,NTORQ 125,RACE EDITION BS VI,80461
Two Wheeler,Kerala,2021,March,TVS,NTORQ 125,SUPER SQUAD EDITION - DISC,82836
Two Wheeler,Kerala,2021,March,TVS,RADEON,COMMUTER BIKE OF THE YEAR DISC,65124
Two Wheeler,Kerala,2021,March,TVS,RADEON,COMMUTER BIKE OF THE YEAR DRUM,62274
Two Wheeler,Kerala,2021,March,TVS,RADEON,DRUM BS VI,59424
Two Wheeler,Kerala,2021,March,TVS,SCOOTY PEP PLUS,MATTE EDITION BS VI,52919
Two Wheeler,Kerala,2021,March,TVS,SCOOTY PEP PLUS,MUDHAL KADHAL,53281
Two Wheeler,Kerala,2021,March,TVS,SCOOTY PEP PLUS,STANDARD BS VI,51256
Two Wheeler,Kerala,2021,March,TVS,SCOOTY ZEST 110,HIMALAYAN HIGHS,61739
Two Wheeler,Kerala,2021,March,TVS,SCOOTY ZEST 110,MATTE,63555
Two Wheeler,Kerala,2021,March,TVS,SPORT,KICK START ALLOY BS VI,58710
Two Wheeler,Kerala,2021,March,TVS,SPORT,SELF START ALLOY BS VI,60753
Two Wheeler,Kerala,2021,March,TVS,STAR CITY PLUS,DISC,65042
Two Wheeler,Kerala,2021,March,TVS,STAR CITY PLUS,DUAL TONE BS VI,65469
Two Wheeler,Kerala,2021,March,TVS,STAR CITY PLUS,MONO TONE BS VI,65469
Two Wheeler,Kerala,2021,March,TVS,XL 100,COMFORT BS VI,43026
Two Wheeler,Kerala,2021,March,TVS,XL 100,COMFORT I-TOUCHSTART,50540
Two Wheeler,Kerala,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH BS VI,48526
Two Wheeler,Kerala,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH SPECIAL EDITION BS VI,50233
Two Wheeler,Kerala,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH START WINNER EDITION,50952
Two Wheeler,Kerala,2021,March,TVS,XL 100 HEAVY DUTY,STANDARD,44992
Two Wheeler,Kerala,2021,March,UJAAS,EGO,LA 48V,33136
Two Wheeler,Kerala,2021,March,UJAAS,EGO,LA 60V,37886
Two Wheeler,Kerala,2021,March,UJAAS,EGO,LI 48V,48336
Two Wheeler,Kerala,2021,March,UJAAS,EGO,LI 60V,51186
Two Wheeler,Kerala,2021,March,UJAAS,EGO DB LI,STANDARD,51186
Two Wheeler,Kerala,2021,March,UJAAS,EGO T3,60V,66713
Two Wheeler,Kerala,2021,March,UJAAS,EGO T3,72V,56738
Two Wheeler,Kerala,2021,March,UJAAS,ESPA,LA 60V,45765
Two Wheeler,Kerala,2021,March,UJAAS,ESPA,LI 60V,52136
Two Wheeler,Kerala,2021,March,UJAAS,EZY,LA 48V,30286
Two Wheeler,Kerala,2021,March,ULTRAVIOLETTE,F77,STANDARD,285000
Two Wheeler,Kerala,2021,March,VARCAS,EAGAN,STANDARD,69349
Two Wheeler,Kerala,2021,March,VARCAS,FALCON,STANDARD,57385
Two Wheeler,Kerala,2021,March,VESPA,ELEGANTE 125,BS VI,117687
Two Wheeler,Kerala,2021,March,VESPA,ELEGANTE 150,BS VI FI,131171
Two Wheeler,Kerala,2021,March,VESPA,LX 125,BS VI,95482
Two Wheeler,Kerala,2021,March,VESPA,NOTTE,BS VI,92070
Two Wheeler,Kerala,2021,March,VESPA,SXL 125,BS VI FI,110865
Two Wheeler,Kerala,2021,March,VESPA,SXL 125,CANDY RED ABS BS VI,112764
Two Wheeler,Kerala,2021,March,VESPA,SXL 125,FACELIFT,113305
Two Wheeler,Kerala,2021,March,VESPA,SXL 125,RACING SIXTIES,118770
Two Wheeler,Kerala,2021,March,VESPA,SXL 150,BS VI FI,123367
Two Wheeler,Kerala,2021,March,VESPA,SXL 150,CANDY RED ABS BS VI,128980
Two Wheeler,Kerala,2021,March,VESPA,SXL 150,FACELIFT,125468
Two Wheeler,Kerala,2021,March,VESPA,SXL 150,RACING SIXTIES,130776
Two Wheeler,Kerala,2021,March,VESPA,UC 125,STANDARD BS VI,92070
Two Wheeler,Kerala,2021,March,VESPA,VXL 125,BS VI,107757
Two Wheeler,Kerala,2021,March,VESPA,VXL 125,FACELIFT,109665
Two Wheeler,Kerala,2021,March,VESPA,VXL 150,BS VI,119551
Two Wheeler,Kerala,2021,March,VESPA,VXL 150,FACELIFT,121368
